HAGR_ID,Organism_Kingdom,Organism_Phylum,Organism_Class,Organism_Order,Organism_Family,Organism_Genus,Organism_Species,Organism_Common_Name,Female_Maturity_in_Days,Male_Maturity_in_Days,Gestation_or_Incubation_Days,Weaning_Days,Litter_Clutch_Size,Litters_Clutches_Per_Year,Interlitter_Interbirth_Interval,Birth_Weight_in_Grams,Weaning_Weight_in_Grams,Adult_Weight_in_Grams,Growth_Rate,Maximum_Longevity_Years,Source,Specimen_Origin,Sample_Size,Data_Quality,IMR_Per_Year,MRDT_in_Years,Metabolic_Rate_in_Weeks,Body_Mass_in_Grams,Temperature_in_Kelvin,References
801,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,xanthomus,Yellow-shouldered blackbird,,,,,,,,,,38.4,,12.6,427,wild,medium,acceptable,,,,,,"427,820"
802,Animalia,Chordata,Aves,Passeriformes,Icteridae,Dolichonyx,oryzivorus,Bobolink,365,365,13,,5,1.5,,,,35,,9,1,wild,medium,acceptable,,,,,,"1,444,445"
803,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,carolinus,Rusty blackbird,365,365,14,,4.5,1,,,,60.8,,8.8,1,wild,medium,acceptable,,,,,,"1,444,445"
804,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,cyanocephalus,Brewer's blackbird,365,365,13,,5,1.5,,3.7,,64.55,0.469,12.5,580,wild,medium,acceptable,,,,,,"444,445,580,732"
805,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,bullockii,Bullock's oriole,365,365,11,,5,,,,,36.62,,8.9,427,wild,medium,acceptable,,,,,,"427,445"
806,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,cucullatus,Hooded oriole,,,13,,4,2,,,,24.3,,6,580,wild,medium,acceptable,,,,,,"444,445,580"
807,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,galbula,Baltimore oriole,,,13,,4,1,,2,,32.9,,14,,unknown,medium,acceptable,,,0.5052,37.5,,"435,444,445,820"
808,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,leucopteryx,Jamaican oriole,,,,,,,,,,36.9,,12.2,427,wild,medium,acceptable,,,,,,"427,820"
809,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,parisorum,Scott's oriole,,,14,,3,1,,2,,36.2,,6.4,580,wild,medium,acceptable,,,,,,"444,445,580"
810,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,pectoralis,Spot-breasted oriole,,,,,3,,,,,46.5,,11.6,580,wild,medium,acceptable,,,,,,"444,580,820"
811,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,spurius,Orchard oriole,365,,13,,5,1,,,,21,,17.7,"Julie Zickefoose, pers. comm.",captivity,medium,acceptable,,,,,,"427,444,445"
812,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,aeneus,Bronzed cowbird,,365,12,,1,1,,5.12,,62.9,,,,unknown,small,low,,,,,,"427,444,445"
813,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,ater,Brown-headed cowbird,365,365,11,,,1,,2.22,,38.1,0.576,16.9,577,wild,medium,acceptable,0.45,,0.6315,42.5,,"425,437,444,445,577,000"
814,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,major,Boat-tailed grackle,,,13,,4,1,,6.64,,152.6,0.386,13.9,427,wild,medium,questionable,,,,,,"427,444,445,732"
815,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,mexicanus,Great-tailed grackle,365,730,13,,3,1.5,,6.21,,168.7,0.39,12.5,580,wild,medium,questionable,,,,,,"444,445,580,732"
816,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,quiscula,Common grackle,,,14,,5,1,,5.57,,111,,23.1,427,wild,medium,acceptable,,,,,,"427,444,445"
817,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,magna,Eastern meadowlark,365,365,13,,5,1,,5,,94.71,,12.6,427,wild,small,acceptable,,,,,,"427,444,445"
818,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,neglecta,Western meadowlark,365,365,14,,3,2,,7,,85,,10,1,captivity,tiny,acceptable,,,,,,"1,444,445"
819,Animalia,Chordata,Aves,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,Yellow-headed blackbird,289,,12,,4,1,,3.3,,75.75,0.502,18,,unknown,medium,acceptable,,,,,,"444,445,732"
820,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,collurio,Red-backed shrike,365,365,,,,,,,,28.4,0.452,10.1,450,wild,medium,acceptable,,,0.383,27,,"450,510,729,732,820"
821,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,excubitor,Northern shrike,335,335,,,5,1,,4,,63.5,,12,,unknown,medium,acceptable,,,0.8161,72.4,,"444,445,510,729,820"
822,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,ludovicianus,Loggerhead shrike,365,365,11,,5,2,,3.2,,46,0.45,12.5,578,wild,small,acceptable,,,,,,"440,444,445,578,732"
823,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,senator,Woodchat shrike,365,365,,,,,,,,36,,5.7,450,wild,medium,acceptable,,,,,,"450,729,820"
824,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix,lutea,Red-billed leothrix,,,12,,,,,3.1,,21.5,,15,575,captivity,large,acceptable,,,,,,"445,575"
825,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Turdoides,squamiceps,Arabian babbler,,,,,,,,,,73.5,,13.5,450,wild,medium,acceptable,,,,,,"450,821"
826,Animalia,Chordata,Aves,Passeriformes,Leiothrichidae,Turdoides,striata,Bengal jungle babbler,,,,,,,,,,66,,16.5,575,captivity,small,acceptable,,,,,,"575,820"
827,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella,fluviatilis,River warbler,,,,,,,,,,16.1,,6.9,450,wild,medium,acceptable,,,,,,"450,820"
828,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella,luscinioides,Savi's warbler,365,365,,,,,,,,13.9,,9.8,450,wild,medium,acceptable,,,,,,"450,729,820"
829,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella,naevia,Common grasshopper-warbler,365,365,,,,,,,,13.3,,5.9,450,wild,medium,acceptable,,,,,,"450,729,820"
830,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus,cyaneus,Superb fairywren,365,365,,,,,,,,10.4,,10.4,958,wild,large,acceptable,,,,,,"820,958"
831,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,carolinensis,Gray catbird,365,365,13,,4,2,,,,34.5,,17.9,427,wild,large,acceptable,,,,,,"427,437,444,445"
832,Animalia,Chordata,Aves,Passeriformes,Mimidae,Margarops,fuscatus,Pearly-eyed thrasher,,,,,,,,,,98.6,,10.6,427,wild,medium,acceptable,,,,,,"427,820"
833,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,polyglottos,Northern mockingbird,365,365,12,,4,,,3.5,,53,0.452,20,1,wild,medium,acceptable,,,,,,"1,444,445,732"
834,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,bendirei,Bendire's thrasher,,,,,3,2,,,,62.2,,9.5,427,wild,tiny,acceptable,,,,,,"427,445"
835,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,crissale,Crissal thrasher,274,274,14,,2.5,2,,,,62.7,,4.8,427,wild,small,acceptable,,,,,,"427,444,445"
836,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,curvirostre,Curve-billed thrasher,365,365,13,,3,2,,5.5,,80.65,0.414,10.8,578,wild,small,acceptable,,,,,,"444,445,578,732,818"
837,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,lecontei,Le conte's thrasher,312,312,16,,3,1.5,,3.99,,61.82,,5.7,578,wild,medium,acceptable,,,,,,"444,445,578"
838,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,longirostre,Long-billed thrasher,,,14,,4,2,,4.2,,67.65,0.443,7.8,427,wild,medium,acceptable,,,,,,"427,444,445,732"
839,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,redivivum,California thrasher,228,228,14,,3,2,,,,84.4,,6.9,578,wild,medium,acceptable,,,,,,"444,445,578"
840,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,rufum,Brown thrasher,274,274,13,,4,4,,5.6,,67,,12.8,578,wild,medium,acceptable,,,,,,"61,444,445,578"
841,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Chasiempis,sandwichensis,Elepaio,365,365,,,2,,,,,15,,17.8,427,wild,medium,acceptable,,,,,,"427,445"
842,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,cervinus,Red-throated pipit,,,,,,,,,,20.9,,4.5,450,wild,medium,acceptable,,,,,,"450,820"
843,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,petrosus,Rock pipit,365,365,,,,,,,,22.4,,10.9,450,wild,medium,acceptable,,,,,,"450,729,820"
844,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,pratensis,Meadow pipit,365,365,,,,,,,,18.4,,8.8,450,wild,medium,acceptable,,,0.3,18.9,,"450,510,729,820"
845,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,rubescens,American pipit,365,365,14,,5,1,,1.85,,20.8,,5.1,578,wild,tiny,acceptable,,,,,,"445,578,820,977"
846,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,spinoletta,Water pipit,,,14,,4,,,,,21.2,0.518,8.8,444,wild,medium,acceptable,,,,,,"4,447,321,143"
847,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,trivialis,Tree pipit,365,365,,,,,,,,23.4,,8.8,450,wild,medium,acceptable,,,0.339,19.7,,"450,510,729,820"
848,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,alba,White wagtail,365,365,13,,5,1,,,,24.1,,13.7,450,wild,medium,acceptable,,,0.3,18,,"445,450,510,729,820"
849,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,cinerea,Grey wagtail,365,365,,,,,,,,17.2,0.604,8,450,wild,medium,acceptable,,,,,,"450,729,732,820"
850,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,flava,Yellow wagtail,365,365,11,,5,1,,1.5,,17.7,,8.8,450,wild,medium,acceptable,,,0.257,14.7,,"444,445,450,510,729,000"
851,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,malabaricus,White-rumped shama,,,14,,,2,,2.67,,29.35,,7,445,wild,medium,acceptable,,,,,,445
852,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,rubecula,European robin,365,365,,,,,,,,17.3,0.429,19.3,450,wild,large,acceptable,0.02,1.6,0.281,17.6,,"2,61,436,450,510,729,732"
853,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erythropygia,galactotes,Rufous-tailed scrub-robin,,,,,,,,,,20.3,,7,450,wild,medium,acceptable,,,,,,"450,820"
854,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,albicollis,Collared flycatcher,365,365,,,,,,,,12.7,,9.8,450,wild,medium,acceptable,,,,,,"45,071,972,072,172,200,000,000,000,000,000"
855,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,hypoleuca,European pied flycatcher,365,365,,,,,,,,13.9,0.508,15,729,wild,large,acceptable,,,0.232,11.7,,"5,107,297,328,201,140"
856,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,luscinia,Thrush nightingale,365,365,,,,,,,,23.8,,8.9,729,wild,medium,acceptable,,,,,,"729,820"
857,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,megarhynchos,Common nightingale,365,365,,,,,,,,19.7,,10.9,450,wild,medium,acceptable,,,,,,"450,729,820"
858,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,svecica,Bluethroat,365,365,13,,6,1,,,,17.3,,11.4,450,wild,medium,acceptable,,,,,,"445,450,729,820"
859,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,striata,Spotted flycatcher,365,365,,,,,,,,15.9,,11.8,575,captivity,tiny,acceptable,,,0.2476,14.4,,"510,575,729,820"
860,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,hispanica,Black-eared wheatear,,,,,,,,,,15.1,,4.9,450,wild,medium,questionable,,,,,,"450,820"
861,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,oenanthe,Northern wheatear,365,365,14,,,,,2.8,,25,0.48,10.1,450,unknown,medium,acceptable,,,,,,"444,445,450,729,732"
862,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,ochruros,Black redstart,365,365,,,,,,,,16.5,,10.2,450,wild,medium,acceptable,,,,,,"450,729,820"
863,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,phoenicurus,Common redstart,365,365,,,,,,,,14.6,,10.2,450,wild,medium,acceptable,,,,,,"450,729,820"
864,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,rubetra,Whinchat,365,365,,,,,,,,16.6,0.433,6.9,450,wild,medium,acceptable,,,,,,"450,729,732,820"
865,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,torquatus,Common stonechat and stonechat,365,365,,,,,,,,10.3,0.543,8.8,450,wild,medium,acceptable,,,,,,"450,729,732,820"
866,Animalia,Chordata,Aves,Passeriformes,Nectariniidae,Cinnyris,asiaticus,Purple sunbird,,,,,,,,,,8.1,,22,575,captivity,small,acceptable,,,,,,"575,820"
867,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,oriolus,Eurasian golden-oriole,365,365,,,,,,,,79,,14.8,729,wild,medium,acceptable,,,,,,"729,820"
868,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,xanthornus,Black-hooded oriole,,,,,,,,,,56.3,,15.5,575,captivity,tiny,acceptable,,,,,,"575,820"
869,Animalia,Chordata,Aves,Passeriformes,Oriolidae,Sphecotheres,viridis,Green figbird (hang-nest),,,,,,,,,,121.5,,18,575,captivity,medium,acceptable,,,,,,"575,820"
870,Animalia,Chordata,Aves,Passeriformes,Panuridae,Panurus,biarmicus,Bearded parrotbill,365,365,,,,,,,,13.8,,7.1,553,wild,medium,acceptable,,,,,,"553,729,820"
871,Animalia,Chordata,Aves,Passeriformes,Paradisaeidae,Paradisaea,apoda,Greater bird-of-paradise,,,,,,,,,,172,,12.1,575,captivity,medium,acceptable,,,,,,"575,820"
872,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,bicolor,Tufted titmouse,365,365,13,,6,1,,,,21,,13.3,579,wild,medium,acceptable,,,,,,"444,445,579,818"
873,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,inornatus,Plain titmouse or oak titmouse,365,365,15,,6,1,,,,15.9,,9,427,wild,medium,acceptable,,,,,,"427,444,445"
874,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,wollweberi,Bridled titmouse,365,365,13,,6,1,,,,10.4,,6.6,579,wild,medium,acceptable,,,,,,"445,579"
875,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,caeruleus,Blue tit,365,365,,,,,,,,10.3,0.402,14.6,450,wild,medium,acceptable,,,,,,"450,729,732,820"
876,Animalia,Chordata,Aves,Passeriformes,Paridae,Lophophanes,cristatus,Crested tit,365,365,,,,,,,,11.1,,11.6,450,wild,medium,acceptable,,,,,,"450,729,820"
877,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,major,Great tit,365,365,,,,,,,,17.9,0.392,15.4,450,wild,large,acceptable,,,,,,"6,145,072,973,211,430,000"
878,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,ater,Coal tit,365,365,,,,,,,,9.2,0.36,9.5,729,wild,medium,acceptable,,,,,,"729,732,820"
879,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,atricapillus,Black-capped chickadee,180,180,12,,7,1,,1,,10.4,0.48,12.4,579,wild,large,acceptable,,,0.252,10.3,,"435,437,444,445,579,000"
880,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,carolinensis,Carolina chickadee,365,365,13,,6,1,,,,10.25,,10.9,579,wild,medium,acceptable,,,,,,"61,444,445,579"
881,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,cinctus,Siberian tit or gray-headed chickadee,365,365,15,,8,1,,1,,12.5,,9,450,wild,medium,acceptable,,,,,,"444,445,450"
882,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,gambeli,Mountain chickadee,365,365,14,,7,1.5,,1,,11.5,,10.1,579,wild,small,acceptable,,,,,,"444,445,579"
883,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,hudsonicus,Boreal chickadee,365,365,15,,6,1,,,,10,,7,427,wild,tiny,acceptable,,,,,,"427,444,445"
884,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,montanus,Willow tit,,,,,,,,,,11.1,0.406,11.3,450,wild,medium,acceptable,,,,,,"450,732,820"
885,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,palustris,Marsh tit,365,365,,,,,,,,11.2,0.352,11.9,450,wild,medium,acceptable,,,,,,"450,729,732,820"
886,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,rufescens,Chestnut-backed chickadee,365,365,13,,6.5,1,,,,9.8,,9.5,427,wild,small,acceptable,,,,,,"427,445"
887,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,sclateri,Mexican chickadee,365,365,,,6,1,,,,11,,10.1,427,wild,tiny,acceptable,,,,,,"427,444,445,818"
888,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,canadensis,Canada warbler,365,365,12,,4,1,,,,10,,8,577,wild,medium,acceptable,,,,,,"444,445,577"
889,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,pusilla,Wilson's warbler,365,365,10,,5,1,,,,7,,8.9,427,wild,medium,acceptable,,,,,,"427,444,445"
890,Animalia,Chordata,Aves,Passeriformes,Parulidae,Cardellina,rubrifrons,Red-faced warbler,365,365,13,,4,1,,,,9.8,,3,1,wild,medium,acceptable,,,,,,"1,445"
891,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,formosa,Kentucky warbler,,,12,,4,1,,3,,14,,6.9,427,wild,medium,acceptable,,,,,,"427,444,445"
892,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,philadelphia,Mourning warbler,,,12,,4,,,,,10,,7.9,578,wild,medium,acceptable,,,,,,"444,578"
893,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,tolmiei,Macgillivray's warbler,,,,,,,,,,10.4,,9,427,wild,medium,acceptable,,,,,,"427,820"
894,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,trichas,Common yellowthroat,365,365,12,,4,1.5,,1.74,,9.5,0.6,11.5,427,wild,medium,acceptable,,,0.17622,10.6,,"425,427,444,445,732,000"
895,Animalia,Chordata,Aves,Passeriformes,Parulidae,Helmitheros,vermivorum,Worm-eating warbler,365,365,13,,5,1,,,,12.5,,8.1,427,wild,small,acceptable,,,,,,"427,444,445,818"
896,Animalia,Chordata,Aves,Passeriformes,Parulidae,Icteria,virens,Yellow-breasted chat,365,365,11,,5,1,,,,26,,8.9,578,wild,small,acceptable,,,,,,"444,445,578"
897,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,celata,Orange-crowned warbler,365,365,12,,4,1,,1.5,,9.2,,8.6,427,wild,small,acceptable,,,0.151745,9.3,,"425,427,444,445,820,000"
898,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,luciae,Lucy's warbler,,,11,,4.5,2,,,,6.6,,5.8,577,wild,medium,acceptable,,,,,,"444,445,577"
899,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,peregrina,Tennessee warbler,365,365,11,,6,1,,1.34,,8.5,,6.4,578,wild,small,acceptable,,,,,,"444,445,578,977"
900,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,ruficapilla,Nashville warbler,365,365,11,,4,1,,1.25,,7.5,,10.2,427,wild,small,acceptable,,,,,,"427,444,445,977"
901,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,virginiae,Virginia's warbler,,,,,,,,,,8.2,,6.2,427,wild,medium,acceptable,,,,,,"427,820"
902,Animalia,Chordata,Aves,Passeriformes,Parulidae,Limnothlypis,swainsonii,Swainson's warbler,365,365,14,,3,1,,,,13.5,,9.9,427,wild,large,acceptable,,,,,,"427,444,445"
903,Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta,varia,Black-and-white warbler,365,365,11,,5,1,,,,10.9,,12.2,427,wild,small,acceptable,,,0.12727,8.2,,"425,427,444,445,818,000"
904,Animalia,Chordata,Aves,Passeriformes,Parulidae,Myioborus,pictus,Painted redstart,304,304,13,,4,2,,1.36,,9.75,,6.6,577,wild,medium,acceptable,,,,,,"444,445,577"
905,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,motacilla,Louisiana waterthrush,365,365,13,,5,1,,2.2,,22.5,0.528,11.9,427,wild,medium,acceptable,,,,,,"427,444,445,732"
906,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,noveboracensis,Northern waterthrush,365,365,12,,4,1,,1.9,,16.3,,8.9,1,wild,small,acceptable,,,0.28391,18.7,,"1,425,444,445,820"
907,Animalia,Chordata,Aves,Passeriformes,Parulidae,Protonotaria,citrea,Prothonotary warbler,365,365,13,,5,,,1.95,,14.3,,8.1,427,wild,small,acceptable,,,0.1994,12.8,,"427,435,444,445,820"
908,Animalia,Chordata,Aves,Passeriformes,Parulidae,Seiurus,aurocapilla,Ovenbird,365,365,12,,4,1,,2.1,,18.8,0.528,11,427,wild,medium,acceptable,,,0.24475,19,,"425,427,444,445,732,000"
909,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,adelaidae,Adelaide's warbler,,,,,,,,,,7,,10.6,427,wild,medium,acceptable,,,,,,"427,820"
910,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,americana,Northern parula,365,365,13,,4,1,,,,7.9,,7,578,wild,tiny,acceptable,,,0.122375,7,,"425,444,445,578,820"
911,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,caerulescens,Black-throated blue warbler,365,365,13,,4,2,,,,10.2,,10,577,wild,small,acceptable,,,0.18601,9.4,,"425,445,577,818,820"
912,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,castanea,Bay-breasted warbler,,,12,,5,1,,,,11.5,,4.9,427,wild,tiny,acceptable,,,,,,"427,444,445"
913,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,cerulea,Cerulean warbler,365,365,12,,4,1,,,,8.625,,6,445,wild,medium,acceptable,,,,,,445
914,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,chrysoparia,Golden-cheeked warbler,365,365,,,,,,,,10.2,,11,1299,wild,medium,acceptable,,,,,,"8,189,721,299"
915,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,citrina,Hooded warbler,319,319,12,,4,,,1.9,,10.6,,8.2,427,wild,medium,acceptable,,,0.21538,12,,"425,427,444,445,820"
916,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,coronata,Yellow-rumped (myrtle) warbler,,,12,,4,1,,,,12,,10,427,wild,medium,acceptable,,,0.1895,11.5,,"427,435,444,445,820"
917,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,discolor,Prairie warbler,,,12,,4,1.5,,1.1,,7,,10.3,578,wild,medium,acceptable,,,,,,"445,578"
918,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,dominica,Yellow-throated warbler,365,365,12,,4,2,,,,9.7,,6.1,427,wild,medium,acceptable,,,0.1604,9.8,,"61,427,435,444,445,800"
919,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,fusca,Blackburnian warbler,,,11,,4,1,,,,9,,8.2,577,wild,medium,acceptable,,,,,,"444,445,577"
920,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,kirtlandii,Kirtland's warbler,365,365,14,,5,1,,1.3,,15.5,0.574,9,1,wild,small,acceptable,,,,,,"1,437,444,445,732"
921,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,magnolia,Magnolia warbler,365,365,12,,4,1,,,,7.5,,8,427,wild,small,acceptable,,,,,,"427,444,445"
922,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,occidentalis,Hermit warbler,365,365,,,4,,,,,10,,9.1,427,wild,medium,acceptable,,,,,,"427,445"
923,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,palmarum,Western palm warbler,,,12,,4,1,,,,10.3,,6.6,578,wild,small,acceptable,,,0.1554,9.8,,"61,435,444,445,578,800"
924,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,pensylvanica,Chestnut-sided warbler,365,365,12,,4,1,,,,9,,6.9,578,wild,small,acceptable,,,,,,"444,445,578,977"
925,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,petechia,Yellow warbler,365,365,12,,3,1,,1.32,,9.8,0.408,11,427,wild,medium,acceptable,,,,,,"427,445,732"
926,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,pinus,Pine warbler,365,365,13,,4,1,,,,11.8,,10.2,,unknown,medium,acceptable,,,0.1795,12,,"444,445,510,820,977"
927,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,ruticilla,American redstart,365,365,12,,4,1,,,,8.5,0.68,10.1,427,wild,medium,acceptable,,,,,,"427,444,445,732"
928,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,striata,Blackpoll warbler,365,365,12,,5,2,,1.5,,15,,8.1,427,wild,small,acceptable,,,,,,"427,444,445,977"
929,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,Cape May warbler,365,365,,,6,1,,,,12,,,,unknown,small,low,,,,,,"444,445,578"
930,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,townsendi,Townsend's warbler,,,12,,4,1,,,,8.85,,10.7,427,wild,medium,acceptable,,,,,,"427,444,445"
931,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,virens,Black-throated green warbler,365,365,12,,4,,,,,9,,6,,unknown,medium,acceptable,,,,,,"444,445"
932,Animalia,Chordata,Aves,Passeriformes,Parulidae,Vermivora,chrysoptera,Golden-winged warbler,319,319,10,,5,1,,,,8.8,,7.9,578,wild,tiny,acceptable,,,,,,"444,445,578,820"
933,Animalia,Chordata,Aves,Passeriformes,Parulidae,Vermivora,cyanoptera,Blue-winged warbler,365,365,11,,5,1,,1.5,,8.9,,9,427,wild,small,acceptable,,,0.1505,7.8,,"427,444,445,510,820"
